image_path,label,plant_type,disease_type,split
dataset\diseased\potato\46819687-0705-4628-8748-9cb356587f30___RS_Early.B 8421.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4699d1d8-f931-4b1c-8fd4-03a58350a86d___RS_Early.B 8972.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\46dc77f0-be88-4887-b1f7-82adff9aaa39___RS_Early.B 7750.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4722a31c-987f-4fac-afa1-37479556a056___RS_Early.B 6810.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\477c3ef0-ab1e-44fb-852d-6b3ce74c93a2___RS_Early.B 7257.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4849de96-2e26-4c8d-8944-bd9e8edee5d8___RS_Early.B 9196.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4857420e-b28e-4bb5-aa03-5e333cf27af0___RS_Early.B 6847.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\48ed1384-b3c5-464d-bdc8-97b347d89a58___RS_Early.B 6744.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\495e73a1-0f61-43a6-b539-d7f74e3fbf71___RS_Early.B 8245.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\49b24f9e-12d4-4f32-8bc8-482d66514a17___RS_Early.B 8037.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\49ecf1fe-0000-49e8-a042-fb6c9bac38c9___RS_Early.B 8940.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\49f13f57-6881-4caa-839b-d93215ce1b77___RS_Early.B 7009.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4a06db68-bed1-4ae6-80ba-e9df70fa6f7b___RS_Early.B 8657.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4a35b485-4f57-471a-a2cc-d5d7ebd41c40___RS_Early.B 7651.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4a4847c4-c393-4772-8035-e39b472e179b___RS_Early.B 7167.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4a7c680d-9c18-4065-a6e0-70cd2d0a3207___RS_Early.B 8107.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4ab9d59b-57ee-4e22-a6bb-d8152710fd28___RS_Early.B 6857.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4af8e9e9-077d-4c7b-859d-626f74d3b1ff___RS_Early.B 7738.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4b484f0f-82dc-45d1-a5b6-72c8a6a96323___RS_Early.B 7262.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4b7b3611-d9b9-40c8-b0f5-d730fcd76679___RS_Early.B 6937.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4b925312-1973-41cf-afdf-9090d02dd539___RS_Early.B 7913.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4bac4925-72ff-43e7-8726-5e2126c6c30d___RS_Early.B 8206.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4bba904e-b4af-4a81-8252-b8d997bc5057___RS_Early.B 7695.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4be99b40-e269-4c69-8c90-ac75514650af___RS_Early.B 6830.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4c246dbf-ad6c-4563-ad59-d5ea84453817___RS_Early.B 7662.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4c7622da-663c-48df-8005-355fff221fe1___RS_Early.B 8432.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4c8df1cf-82bb-49eb-894c-8a516fbd1d74___RS_Early.B 6753.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4d1d5d85-e67d-4007-bceb-9b577f49065b___RS_Early.B 8885.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4d5d6c62-61d8-45a3-aada-3ee8bc44e1d5___RS_Early.B 6685.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4d943ff8-e048-43c6-8861-4cdc6adab6a0___RS_Early.B 8726.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4da46a9d-7709-4528-acc3-a7be6ace3714___RS_Early.B 7187.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4ddd0823-ecf4-4a0b-81d5-9844705e5694___RS_Early.B 8936.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4e40c113-4ab2-4a71-9ecc-5ceb67905190___RS_Early.B 7446.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4e478f6a-b8cf-425f-85e8-d80d6aaab8e1___RS_Early.B 9026.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4e7faad5-4f3c-432a-8a71-bbe198aece77___RS_Early.B 7354.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4eacc117-bab5-40ff-bde0-dbc6b2a35822___RS_Early.B 7999.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4eb1fee6-e288-4c32-841d-9fc1d1824508___RS_Early.B 8446.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4efd8455-c6ef-4e25-abad-d4d273f84c28___RS_Early.B 8128.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4f12ef84-6c6e-43d6-b6f1-3a8b0278b3a6___RS_Early.B 8101.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4f20f0e5-b870-414c-99a0-136575a61ce5___RS_Early.B 6724.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4f5ed8b8-7266-451d-a726-c1dbba2e5381___RS_Early.B 7384.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\4f71ba26-6612-427b-8dc0-4d8cc909f1fa___RS_Early.B 7122.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\510146c8-7368-4acc-847d-523f55b3d424___RS_Early.B 6678.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\519e17be-a518-410a-ad3e-153d07fc3563___RS_Early.B 7711.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\51ab2ec9-d90b-47f3-8e4a-fdceeceb033b___RS_Early.B 7859.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\51bc94fe-ba23-4776-a9ec-727e55015acb___RS_Early.B 8267.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\51d521bb-5800-4f46-8fd0-f6cb09f37989___RS_Early.B 7572.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\51e028c1-7aec-46e9-a389-391bc38b46f3___RS_Early.B 8505.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\51f13c93-c8b6-4542-a81b-cb1a2e83f179___RS_Early.B 7684.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\51f59871-72dc-490c-a550-9e7869142284___RS_Early.B 7224.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\520475a1-5acf-433f-a306-cff6ec1a99ef___RS_Early.B 9159.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\524142aa-78fb-4fab-895c-ddb993d07479___RS_Early.B 7435.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\52fb5725-33cf-4076-9abc-93311d027da2___RS_Early.B 8415.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\53257270-67b3-4408-aaec-abbd9f5f19f0___RS_Early.B 7212.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\53de9716-fcc5-4241-9e8d-21792a5cf226___RS_Early.B 9014.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\53e30623-2023-4bbf-b904-ba39426f8628___RS_Early.B 7613.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\541b768f-ec74-4f60-8e5a-778a5eb359da___RS_Early.B 8647.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\541f3dc9-a330-4caf-97f3-88bec1b60c53___RS_Early.B 7767.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\54260e42-8e3f-44c2-b252-c784391ce639___RS_Early.B 7508.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\544b5324-f697-4af8-90d4-47b7b86691c6___RS_Early.B 7028.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\54a0c5b4-7df1-46c8-95f7-85ffb6a47939___RS_Early.B 8174.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\54eebf69-9501-4f9e-b923-1ef61f31d93c___RS_Early.B 7098.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5585ecfc-6e6e-4544-8e6d-180d958b7211___RS_Early.B 7619.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\55daa016-a408-4de3-a79e-53d0ec53ea16___RS_Early.B 7686.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\569206bf-423e-4508-b1b4-2ca6821aceac___RS_Early.B 7554.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\56a6692b-15ba-4097-aba1-ba428b6fefcd___RS_Early.B 7899.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5720f8b8-4fd7-451f-af18-a48730691c2d___RS_Early.B 7155.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5748b34e-9143-4540-b4f0-37b8f7dd9e96___RS_Early.B 7198.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5755142f-0cba-45b7-a563-beb1bf6db374___RS_Early.B 8321.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\57bb36be-b5bc-44e0-91e5-0b1b4d31bc82___RS_Early.B 7311.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\57c5fe0f-ce93-412a-a29e-a70a4aa23649___RS_Early.B 6818.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\583fa343-d5be-414b-bd95-f674313bd882___RS_Early.B 7681.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\585062b6-d5a4-4677-8b7f-773257399423___RS_Early.B 8558.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5888d397-4e83-4fac-bcf7-0de778966d36___RS_Early.B 7418.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\58a381f9-5315-4865-9b35-43df8fd9bf42___RS_Early.B 9027.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\58cb5c58-3161-4476-9361-3ee2673cc82b___RS_Early.B 7368.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\593de3cd-1e2e-4943-b5f3-ef9d5d857894___RS_Early.B 8336.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\59676e33-8884-4359-83d9-e07df07f31a1___RS_Early.B 7041.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\59f90f4b-add8-4f50-af1f-052b35aa99e1___RS_Early.B 9001.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5a152fa7-7645-42ea-9c59-13258febe52f___RS_Early.B 7175.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5a6f3209-223e-43e5-8680-41dd3d5091ce___RS_Early.B 7288.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5a7ca2a3-5bfc-47b7-9657-85a6c95a0956___RS_Early.B 7061.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5abfa537-636f-41df-a833-311a3018aac9___RS_Early.B 8176.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5ada96db-43de-4510-8c10-eaaebb106c0c___RS_Early.B 7216.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5aee3e9f-0469-42e7-8ae7-56f7a1900fd5___RS_Early.B 9091.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5b361ac7-6fb7-497a-b11d-3b8cd7ffd2e1___RS_Early.B 9206.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5bb77b39-311b-4ad1-8bfc-5a41a13b7b02___RS_Early.B 8255.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5bdc7f1d-26cc-45b2-b77f-e98084418fd9___RS_Early.B 7486.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5c3363d5-5873-40f5-b179-37ab6df0328c___RS_Early.B 8828.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5c43b799-a722-4209-b571-2a7ca23de273___RS_Early.B 7321.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5caecfc6-8e1d-401b-8014-763dec01cb98___RS_Early.B 8063.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5cb0b99b-2e14-43b3-aa51-51a7ce668793___RS_Early.B 7455.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5cf3cf9d-0f81-4c75-b1d4-2defb49033c4___RS_Early.B 6806.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5dbb2c15-fc42-4611-b590-9d92d4ce2a85___RS_Early.B 7312.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5dd2be45-9c02-4b82-a7be-ecbac29981a9___RS_Early.B 7947.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5de34904-b1e6-48ef-9daf-73d80f5cc6c3___RS_Early.B 8345.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5deee0ba-6bbb-450e-a107-102063e2f93b___RS_Early.B 7429.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5dfcdf05-e64e-4992-84b8-a9fc9c49ce3c___RS_Early.B 6711.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5f209b64-4a3c-4fd4-9151-83db4125e7fc___RS_Early.B 7284.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5fa695b2-89f6-4c5e-b62f-2be61e2ad23a___RS_Early.B 7232.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5fbff81d-eeaf-430f-ba94-df6a92c7b8e2___RS_Early.B 6816.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\5fd6c76a-1e89-4991-9991-2b61670d5175___RS_Early.B 8208.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\60096f66-1bf2-4d8d-8137-ac2358ab71d0___RS_Early.B 6978.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\60418916-8278-448a-af45-21ee8ef60a95___RS_Early.B 7957.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\606e216d-f0b8-4ef3-9bf1-2bee85a13361___RS_Early.B 7094.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\610d8d2d-c28d-4d99-9f37-a6a79148b529___RS_Early.B 8023.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\610fd102-fd1b-45c3-978b-68c65d432382___RS_Early.B 7819.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6173dbe2-1379-4241-a43e-7cbad448b6cc___RS_Early.B 6993.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\61a602c4-02e3-49e5-9858-5b1d4d4795f7___RS_Early.B 7875.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\61d53ca2-a8e2-4e5d-b8cd-3f9608b74fc1___RS_Early.B 6746.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\61da9830-ebfd-483a-88dd-a66fcff4c457___RS_Early.B 7817.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\61f4f7c5-cebe-471a-9be9-b595255b7fb4___RS_Early.B 7029.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\62490062-4c67-4caf-bec5-df1342ec2987___RS_Early.B 7946.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\625f9c30-b56a-4e4e-9b34-aab8d2385d02___RS_Early.B 7226.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6269c9ec-ef8a-49b5-ab1a-451565529c38___RS_Early.B 7166.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\62e81304-8d1b-46ed-a79a-52cf53a63919___RS_Early.B 7363.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6319585f-ed2f-4657-ae79-a23db65d0fce___RS_Early.B 7033.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\63b61694-16e9-4ef4-ad6f-5e27d2c9eed9___RS_Early.B 6871.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\63f59fdf-973f-4d9e-a1ac-4a21cdfb9393___RS_Early.B 8794.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\63f9b76b-c491-4ed3-923b-087967ea9268___RS_Early.B 7161.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\64cab763-3fa2-483c-abc6-1d203f26f88e___RS_Early.B 6671.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\64ced002-f0b1-42b2-b448-b7b3655e38c1___RS_Early.B 9010.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\64e41485-8bd1-4b5d-9482-023eb07d8a89___RS_Early.B 9078.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\654aaf22-e23a-441d-ad57-914843a36c64___RS_Early.B 7924.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\655010d0-0bf7-4cba-8ebe-591a8bc5f552___RS_Early.B 7668.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\65b66b8f-2117-4876-85bd-23941349231f___RS_Early.B 7219.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\65cac614-d354-44f4-870b-dbb4fe26e120___RS_Early.B 8193.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\65f6e2f1-300b-42f0-bcc8-467753411947___RS_Early.B 7591.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\66642302-1334-4c23-8613-f98387352360___RS_Early.B 8766.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\66785df0-db24-4c3d-821b-8ab94e7e6a06___RS_Early.B 7086.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\667c593c-acbf-468a-91a3-6fd8006c46c2___RS_Early.B 7830.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\66a98640-59d3-4c9b-9853-773c78ac6375___RS_Early.B 6784.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\66b6c6d1-fe63-4c7e-8054-bdf6ff67ff57___RS_Early.B 7514.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\66c5930d-2169-4ec1-9919-28088d5447f7___RS_Early.B 8822.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\67468907-b28a-4740-a9f4-ce69b93878c9___RS_Early.B 7142.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\677662b1-2c4e-4d93-b4fd-950815b9d2c8___RS_Early.B 8813.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6799ab86-73ef-4825-b4cf-9ae616c40ce9___RS_Early.B 7410.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\67f2bf79-1d71-4748-bcd6-a65006f12981___RS_Early.B 7289.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\68662e76-300e-49f6-8467-27dd63aa18ed___RS_Early.B 7163.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\686938d8-5fcc-4482-850f-0e8720206046___RS_Early.B 7769.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\68a9df4a-f803-4cf1-bfce-1a637a2befcc___RS_Early.B 7654.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\68f056c9-4989-4809-b597-3739ff66afc3___RS_Early.B 8748.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\691161ad-7897-4654-a7bc-14d8b5839621___RS_Early.B 6976.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\69a20537-e5fd-4f1e-8800-ef9aa4fa4766___RS_Early.B 8111.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\69ee53e1-a9b6-4e97-bc5f-f91617bc87ab___RS_Early.B 7987.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6a183fd9-9409-47ea-a634-dafa4ae329a8___RS_Early.B 8890.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6a74ff09-be5a-4412-a192-2370a37c0751___RS_Early.B 8584.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6a903f3e-0c90-4b97-aad7-bdb1d07cb11e___RS_Early.B 6765.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6a90d533-28ad-4e1b-935b-8d2dfa804c87___RS_Early.B 8213.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6ad3d424-3e81-4b18-a029-4a20884c4ada___RS_Early.B 8380.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6b8024be-e45f-459f-9817-8d6fb0dda89a___RS_Early.B 6904.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6bb48ab5-6f0d-4bd8-a3c0-bf2b6d5ed936___RS_Early.B 7281.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6bca5c10-8985-404c-96c3-3f77c2a77d10___RS_Early.B 7527.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6bd7d398-9cce-4282-a853-9625a641ebd6___RS_Early.B 8416.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6c5385cd-d362-4810-b4e8-58ab768c706c___RS_Early.B 8323.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6cd05602-f131-47a3-a7ef-f328a13e4f1e___RS_Early.B 7079.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6cd8e267-d5ae-4baa-a872-4c0fc5a37d67___RS_Early.B 8184.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6cec2d2b-7b6a-4044-9899-92d4f9332cd6___RS_Early.B 9131.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6d1cebfa-ad84-484e-9f30-f8fffb289072___RS_Early.B 7703.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6dfdd5be-0999-4a5c-a35d-c760043fec23___RS_Early.B 8701.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6edb7358-f41f-4fd2-8371-12700bdbc94c___RS_Early.B 6801.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6eebb348-cafa-4863-937c-3b249f71df0a___RS_Early.B 9230.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6f37a2b1-e63c-4d82-aec2-9ff036473867___RS_Early.B 7585.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6f75cbf6-25c5-4b56-911d-c8a6ffa242d4___RS_Early.B 7914.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6f8dfa1b-8c6f-4be6-93ff-e9180dde7357___RS_Early.B 6914.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6fc04d72-747b-4a96-912a-db0bd967ece0___RS_Early.B 8002.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6fcaba16-dfce-431a-b268-e0826a101553___RS_Early.B 6695.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\6fdee580-fa84-4ea7-b54a-048919765284___RS_Early.B 8187.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\70a2aa43-f50f-448b-bd98-9315f27cf456___RS_Early.B 7927.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\70b89c8b-2850-4ec8-8da1-a4b9de5351c7___RS_Early.B 6889.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\70da76f2-b067-40f0-82d2-16b2dec3e189___RS_Early.B 8358.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\719dcce1-73f0-42c8-9941-44eb2b237544___RS_Early.B 8059.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\71ab124e-93ba-4d4e-ae53-68ac12fcb858___RS_Early.B 8129.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\72013507-bfce-4b7a-b56e-f66a94cb4558___RS_Early.B 7930.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7227b3db-c212-4370-8b42-443eea1577aa___RS_Early.B 7306.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\722bc78a-a1e0-481b-b5a3-cb3357f2f350___RS_Early.B 6803.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7248171d-98a5-4bf0-9a8d-5c5a8820eba9___RS_Early.B 6680.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\72c4221d-f82b-48fc-a91e-8aa46f5cb0cc___RS_Early.B 8399.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\72f7fa2c-974f-42af-99c3-fd4739d64050___RS_Early.B 8772.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\72f9e596-8d1e-4ffd-923d-55645d6adca1___RS_Early.B 7704.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\73273541-2855-4516-92c3-658703bd2d18___RS_Early.B 6814.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\737c2343-228f-4155-b984-13ae0da44745___RS_Early.B 6828.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\73845010-b5b2-4604-8055-388c4222592a___RS_Early.B 6767.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\73cf20a6-b2c4-4302-a664-c43dccb78cfb___RS_Early.B 6930.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\73d47ccd-4f15-4d93-90d1-5c35dbedd91e___RS_Early.B 7567.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\74316ef6-7cce-4ed9-8fbf-9bf42d14657c___RS_Early.B 7352.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7456db33-766c-4a68-b924-ddf69d579981___RS_Early.B 6723.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7486e823-64f7-4e43-ab51-26261b077fc2___RS_Early.B 6785.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\74bedc99-e24e-43de-a17c-003822c8af41___RS_Early.B 8725.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\757b3cbf-a694-4e76-939c-5a93d3c932ab___RS_Early.B 8169.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7584a5b8-b701-4255-9dde-a60b6442cc37___RS_Early.B 9154.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\758b39d7-12bc-401f-b280-2c8435a02f43___RS_Early.B 6839.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\769b00f1-f5cf-4dee-a2c6-6e97414450f6___RS_Early.B 9149.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\77725a5a-c0b8-4b7c-bc42-ac99f51428c1___RS_Early.B 7401.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7795f733-eeb0-4353-bdb8-b2f4d8d622d4___RS_Early.B 6960.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\779e2b0a-0922-41bc-9393-da3750494671___RS_Early.B 8382.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\77b04047-8450-47d1-82f1-48f09f83387c___RS_Early.B 7042.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\77c86eac-945e-4942-8eab-1269373d645a___RS_Early.B 7755.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\78071f69-3d02-4576-bd46-28732dd528aa___RS_Early.B 9228.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\78313ae7-3589-4d23-a5b6-0457e500bd1a___RS_Early.B 6768.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7855ccc3-28ac-4269-a8ce-618df8a27573___RS_Early.B 7834.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\78ca2c95-f7b7-43b8-a91f-9ca12ac814e8___RS_Early.B 7137.JPG,diseased_potato,potato,unknown,train
dataset\diseased\potato\7a04081f-dd48-4a84-b7c1-611a50ae7886___RS_Early.B 8019.JPG,diseased_potato,potato,unknown,train
